transaction_id,customer_id,date,amount,currency,transaction_type,country,merchant_category,is_fraud,fraud_score
TXN0001129,CUST00279,2023-05-23 04:17:00,256.86,USD,Online Transfer,US,Healthcare,0,12.28
TXN0001130,CUST00258,2023-01-01 20:22:00,4111.93,USD,ACH,CN,Crypto Exchange,0,0.0
TXN0001131,CUST00209,2023-12-28 17:16:00,340.62,USD,Cash Deposit,US,Crypto Exchange,0,18.21
TXN0001132,CUST00262,2023-01-06 11:14:00,87.72,USD,Wire Transfer,NG,Crypto Exchange,0,34.91
TXN0001133,CUST00253,2023-01-09 17:42:00,860.0,USD,ACH,UK,Retail,0,27.2
TXN0001134,CUST00471,2023-07-15 20:16:00,260.03,USD,Online Transfer,BR,Travel,0,0.0
TXN0001135,CUST00354,2023-08-15 07:20:00,119.45,USD,POS,CN,Healthcare,0,0.0
TXN0001136,CUST00212,2023-04-29 23:46:00,899.03,USD,Cash Withdrawal,US,Gaming,0,53.11
TXN0001137,CUST00205,2023-04-03 14:11:00,25175.19,USD,Cash Withdrawal,US,Travel,0,22.49
TXN0001138,CUST00062,2023-01-11 09:10:00,4401.15,USD,ACH,NG,Healthcare,0,19.3
TXN0001139,CUST00325,2023-04-07 02:09:00,6.18,USD,Cash Withdrawal,RU,Money Transfer,1,61.75
TXN0001140,CUST00466,2023-03-12 23:48:00,42.52,USD,Wire Transfer,RU,Restaurant,0,58.28
TXN0001141,CUST00230,2023-01-11 03:52:00,978.08,USD,Wire Transfer,DE,Gaming,0,48.77
TXN0001142,CUST00310,2023-05-18 04:40:00,20757.69,USD,ACH,BR,Healthcare,0,11.6
TXN0001143,CUST00378,2023-02-24 17:47:00,134592.31,USD,Wire Transfer,IN,Gaming,1,63.14
TXN0001144,CUST00314,2023-08-16 05:19:00,176.67,USD,Cash Withdrawal,BR,Gaming,0,2.2
TXN0001145,CUST00368,2023-12-21 08:40:00,44715.12,USD,ACH,US,Restaurant,0,0.0
TXN0001146,CUST00106,2023-08-01 04:00:00,241.44,USD,Cash Deposit,US,Retail,0,49.44
TXN0001147,CUST00007,2023-03-17 11:41:00,29.36,USD,ACH,DE,Travel,0,0.0
TXN0001148,CUST00364,2023-02-27 15:10:00,25.47,USD,Online Transfer,MX,Gaming,0,21.97
TXN0001149,CUST00420,2023-05-25 11:04:00,920.48,USD,Wire Transfer,IN,Retail,0,16.25
TXN0001150,CUST00281,2023-04-02 13:33:00,53.74,USD,Wire Transfer,NG,Gaming,1,61.66
TXN0001151,CUST00280,2023-12-08 21:19:00,417.5,USD,Online Transfer,DE,Crypto Exchange,0,14.17
TXN0001152,CUST00455,2023-05-16 22:51:00,92.68,USD,Cash Withdrawal,RU,Retail,0,39.19
TXN0001153,CUST00226,2023-03-17 10:09:00,4414.1,USD,ACH,BR,Money Transfer,0,0.0
TXN0001154,CUST00407,2023-08-07 23:17:00,67.77,USD,Wire Transfer,US,Crypto Exchange,0,40.14
TXN0001155,CUST00422,2023-07-17 11:20:00,800.71,USD,ACH,US,Restaurant,0,0.0
TXN0001156,CUST00422,2023-12-01 07:24:00,5.17,USD,Online Transfer,UK,Money Transfer,0,0.42
TXN0001157,CUST00434,2023-09-30 17:52:00,161.18,USD,POS,CN,Restaurant,0,0.52
TXN0001158,CUST00300,2023-04-23 22:05:00,14.75,USD,POS,BR,Retail,0,4.15
TXN0001159,CUST00322,2023-01-09 11:35:00,2128.25,USD,ACH,AE,Crypto Exchange,0,39.72
TXN0001160,CUST00214,2023-03-13 09:29:00,99.63,USD,Cash Deposit,MX,Healthcare,0,20.87
TXN0001161,CUST00366,2023-08-04 07:13:00,3241.58,USD,POS,AE,Travel,0,46.59
TXN0001162,CUST00262,2023-01-14 22:27:00,11.65,USD,Online Transfer,US,Travel,0,0.0
TXN0001163,CUST00278,2023-02-07 15:53:00,2286.83,USD,Wire Transfer,RU,Gaming,0,40.12
TXN0001164,CUST00269,2023-01-07 18:53:00,285.4,USD,Wire Transfer,US,Gaming,0,16.73
TXN0001165,CUST00190,2023-03-13 23:33:00,102.71,USD,ACH,DE,Crypto Exchange,0,27.32
TXN0001166,CUST00376,2023-12-22 00:18:00,965.4,USD,Cash Withdrawal,BR,Retail,0,22.0
TXN0001167,CUST00230,2023-03-30 16:10:00,10.4,USD,Online Transfer,US,Money Transfer,0,18.87
TXN0001168,CUST00451,2023-05-13 18:32:00,416.99,USD,POS,RU,Gaming,0,26.29
TXN0001169,CUST00163,2023-05-20 02:33:00,85.7,USD,Cash Withdrawal,IN,Money Transfer,0,12.35
TXN0001170,CUST00221,2023-07-20 05:52:00,2434.4,USD,POS,US,Restaurant,0,27.09
TXN0001171,CUST00357,2023-12-21 14:30:00,3328.21,USD,POS,MX,Gaming,0,0.0
TXN0001172,CUST00050,2023-11-28 13:12:00,24.92,USD,Wire Transfer,BR,Retail,0,33.22
TXN0001173,CUST00455,2023-06-21 00:15:00,693.12,USD,Wire Transfer,UK,Restaurant,0,27.49
TXN0001174,CUST00007,2023-06-08 06:35:00,56.01,USD,Wire Transfer,BR,Retail,0,32.23
TXN0001175,CUST00108,2023-10-19 18:02:00,6270.14,USD,ACH,UK,Crypto Exchange,0,0.0
TXN0001176,CUST00347,2023-01-05 11:48:00,2751.89,USD,Wire Transfer,IN,Money Transfer,0,13.11
TXN0001177,CUST00436,2023-07-20 23:22:00,32.93,USD,POS,US,Money Transfer,0,25.37
TXN0001178,CUST00292,2023-09-15 04:01:00,918.39,USD,Online Transfer,CN,Money Transfer,0,7.45
TXN0001179,CUST00273,2023-01-20 09:10:00,5230.55,USD,Cash Withdrawal,NG,Retail,0,51.47
TXN0001180,CUST00154,2023-04-21 21:41:00,84.66,USD,Online Transfer,US,Travel,0,9.09
TXN0001181,CUST00359,2023-09-14 16:46:00,2730.02,USD,ACH,AE,Money Transfer,0,15.56
TXN0001182,CUST00084,2023-07-04 19:54:00,472.24,USD,ACH,UK,Retail,0,0.0
TXN0001183,CUST00035,2023-07-18 07:13:00,135.38,USD,Online Transfer,BR,Restaurant,0,33.66
TXN0001184,CUST00263,2023-02-19 00:09:00,25305.43,USD,Online Transfer,AE,Crypto Exchange,0,54.74
TXN0001185,CUST00271,2023-02-14 15:06:00,106.0,USD,POS,MX,Retail,0,0.0
TXN0001186,CUST00494,2023-06-30 02:04:00,444.78,USD,Cash Deposit,NG,Healthcare,0,56.71
TXN0001187,CUST00190,2023-08-31 08:48:00,8845.28,USD,Cash Withdrawal,UK,Retail,0,50.36
TXN0001188,CUST00255,2023-07-06 09:25:00,2329.36,USD,POS,CN,Restaurant,0,0.0
TXN0001189,CUST00305,2023-07-07 16:54:00,14029.99,USD,Online Transfer,US,Money Transfer,0,13.85
TXN0001190,CUST00082,2023-12-16 01:39:00,2618.42,USD,POS,DE,Retail,0,3.88
TXN0001191,CUST00480,2023-12-25 17:00:00,380.81,USD,Online Transfer,BR,Restaurant,0,2.66
TXN0001192,CUST00336,2023-04-25 12:55:00,2411.33,USD,Cash Withdrawal,MX,Retail,0,43.89
TXN0001193,CUST00137,2023-11-25 17:57:00,15484.71,USD,Cash Deposit,DE,Retail,0,22.0
TXN0001194,CUST00132,2023-04-13 12:21:00,180.18,USD,Cash Withdrawal,BR,Crypto Exchange,0,15.63
TXN0001195,CUST00091,2023-12-26 23:30:00,4732.76,USD,POS,CN,Money Transfer,0,18.29
TXN0001196,CUST00208,2023-06-13 18:02:00,251.19,USD,ACH,NG,Healthcare,0,32.25
TXN0001197,CUST00461,2023-07-05 13:30:00,175.51,USD,Cash Withdrawal,US,Healthcare,0,21.57
TXN0001198,CUST00161,2023-05-10 20:11:00,3.52,USD,Online Transfer,DE,Retail,0,26.71
TXN0001199,CUST00405,2023-06-02 22:28:00,69.55,USD,Cash Deposit,DE,Crypto Exchange,0,28.42
TXN0001200,CUST00172,2023-02-17 13:21:00,760.25,USD,ACH,MX,Crypto Exchange,0,0.0
TXN0001201,CUST00277,2023-08-03 15:30:00,464.78,USD,ACH,US,Money Transfer,0,0.0
TXN0001202,CUST00096,2023-10-20 12:52:00,479.37,USD,Cash Deposit,IN,Healthcare,1,16.13
TXN0001203,CUST00167,2023-12-08 18:39:00,134.4,USD,POS,US,Travel,0,9.08
TXN0001204,CUST00467,2023-06-12 00:09:00,263.14,USD,Online Transfer,MX,Gaming,0,41.65
TXN0001205,CUST00149,2023-02-28 21:26:00,297.17,USD,Cash Withdrawal,MX,Healthcare,0,18.71
TXN0001206,CUST00063,2023-11-24 18:06:00,1007.34,USD,ACH,NG,Travel,0,40.96
TXN0001207,CUST00275,2023-10-07 05:38:00,93.01,USD,ACH,DE,Travel,0,0.0
TXN0001208,CUST00118,2023-07-09 11:01:00,2372.64,USD,POS,IN,Crypto Exchange,0,6.44
TXN0001209,CUST00159,2023-03-05 22:31:00,305.38,USD,POS,BR,Crypto Exchange,0,3.45
TXN0001210,CUST00167,2023-06-21 03:59:00,92.92,USD,POS,DE,Money Transfer,0,1.12
TXN0001211,CUST00256,2023-11-01 05:34:00,558.66,USD,Cash Deposit,US,Travel,0,12.46
TXN0001212,CUST00055,2023-12-26 19:59:00,2473.19,USD,Cash Withdrawal,NG,Retail,0,48.21
TXN0001213,CUST00294,2023-02-23 02:41:00,30.53,USD,Wire Transfer,BR,Travel,0,53.1
TXN0001214,CUST00318,2023-02-21 20:28:00,3486.07,USD,POS,IN,Healthcare,0,2.39
TXN0001215,CUST00482,2023-08-04 06:14:00,4598.1,USD,Wire Transfer,RU,Healthcare,0,47.13
TXN0001216,CUST00479,2023-06-29 14:26:00,3888.02,USD,Cash Withdrawal,IN,Travel,0,7.51
TXN0001217,CUST00017,2023-07-22 00:23:00,1849.92,USD,Online Transfer,BR,Travel,0,12.39
TXN0001218,CUST00316,2023-08-01 21:15:00,100.11,USD,Cash Deposit,UK,Money Transfer,1,8.34
TXN0001219,CUST00285,2023-03-20 11:53:00,38315.56,USD,Wire Transfer,US,Crypto Exchange,0,27.54
TXN0001220,CUST00385,2023-08-09 07:35:00,5591.83,USD,ACH,IN,Gaming,0,3.08
TXN0001221,CUST00009,2023-01-27 18:27:00,755.62,USD,POS,NG,Gaming,0,34.81
TXN0001222,CUST00335,2023-09-22 05:27:00,5.54,USD,Cash Withdrawal,IN,Travel,0,30.3
TXN0001223,CUST00304,2023-11-20 18:50:00,257.28,USD,ACH,CN,Healthcare,0,0.0
TXN0001224,CUST00182,2023-06-15 06:05:00,100.44,USD,POS,US,Money Transfer,0,10.64
TXN0001225,CUST00012,2023-10-31 04:01:00,141725.16,USD,Wire Transfer,NG,Restaurant,1,60.77
TXN0001226,CUST00384,2023-03-08 14:40:00,1537.35,USD,Cash Withdrawal,US,Crypto Exchange,0,11.53
TXN0001227,CUST00433,2023-04-24 09:12:00,584.99,USD,ACH,US,Healthcare,0,0.0
TXN0001228,CUST00375,2023-12-04 01:17:00,447.55,USD,Cash Withdrawal,BR,Gaming,0,28.34
TXN0001229,CUST00061,2023-10-24 03:07:00,10660.19,USD,Online Transfer,US,Crypto Exchange,0,16.98
TXN0001230,CUST00498,2023-02-17 02:31:00,12.48,USD,Cash Deposit,MX,Healthcare,0,33.42
TXN0001231,CUST00032,2023-09-09 00:26:00,1316.63,USD,ACH,DE,Travel,0,52.64
TXN0001232,CUST00472,2023-06-10 20:58:00,41629.31,USD,Cash Withdrawal,DE,Gaming,0,31.28
TXN0001233,CUST00078,2023-04-02 21:36:00,1139.43,USD,ACH,UK,Crypto Exchange,0,0.0
TXN0001234,CUST00056,2023-11-11 19:34:00,197.44,USD,Cash Deposit,CN,Restaurant,1,5.58
TXN0001235,CUST00182,2023-03-04 06:38:00,714.01,USD,Online Transfer,UK,Gaming,0,2.12
TXN0001236,CUST00192,2023-02-28 06:01:00,94.19,USD,ACH,MX,Gaming,0,0.4
TXN0001237,CUST00399,2023-03-06 08:17:00,2.36,USD,Wire Transfer,RU,Restaurant,0,30.42
TXN0001238,CUST00252,2023-09-11 13:32:00,830.67,USD,Online Transfer,UK,Gaming,0,22.86
TXN0001239,CUST00130,2023-12-18 22:17:00,151.96,USD,Cash Deposit,US,Restaurant,0,24.53
TXN0001240,CUST00314,2023-04-16 23:31:00,1410.92,USD,Cash Deposit,US,Money Transfer,0,28.89
TXN0001241,CUST00428,2023-05-20 10:39:00,288.1,USD,Cash Withdrawal,NG,Crypto Exchange,0,52.67
TXN0001242,CUST00302,2023-02-02 14:10:00,80.54,USD,Cash Deposit,MX,Restaurant,0,26.15
TXN0001243,CUST00319,2023-05-31 19:52:00,1709.31,USD,Cash Deposit,NG,Money Transfer,1,62.57
TXN0001244,CUST00440,2023-06-15 13:50:00,531.05,USD,Wire Transfer,US,Gaming,0,2.92
TXN0001245,CUST00377,2023-07-10 11:09:00,2629.82,USD,Wire Transfer,US,Retail,0,40.94
TXN0001246,CUST00152,2023-08-27 18:50:00,314.64,USD,Online Transfer,UK,Gaming,0,0.0
TXN0001247,CUST00363,2023-05-26 19:13:00,1565.33,USD,POS,US,Restaurant,0,0.0
TXN0001248,CUST00076,2023-11-27 13:43:00,72.87,USD,Online Transfer,US,Crypto Exchange,0,0.0
TXN0001249,CUST00453,2023-01-26 15:31:00,46.22,USD,Cash Deposit,US,Money Transfer,0,27.67
TXN0001250,CUST00482,2023-10-30 12:15:00,668.27,USD,ACH,NG,Crypto Exchange,0,27.32
TXN0001251,CUST00451,2023-10-22 00:58:00,445.9,USD,Wire Transfer,NG,Retail,0,49.85
TXN0001252,CUST00160,2023-01-21 10:41:00,127.2,USD,POS,IN,Money Transfer,1,1.26
TXN0001253,CUST00200,2023-08-01 23:19:00,139.87,USD,Wire Transfer,MX,Restaurant,0,27.42
TXN0001254,CUST00471,2023-01-25 12:19:00,173.57,USD,Cash Deposit,CN,Money Transfer,0,36.54
TXN0001255,CUST00484,2023-03-04 11:39:00,8296.6,USD,Cash Withdrawal,MX,Gaming,0,45.69
TXN0001256,CUST00296,2023-12-19 23:27:00,20117.14,USD,Wire Transfer,AE,Retail,0,59.28
TXN0001257,CUST00430,2023-07-08 17:00:00,3627.99,USD,ACH,RU,Healthcare,0,43.42
TXN0001258,CUST00442,2023-06-05 02:16:00,2.17,USD,Wire Transfer,US,Restaurant,0,21.9
TXN0001259,CUST00357,2023-03-29 04:37:00,118.73,USD,Cash Withdrawal,UK,Healthcare,0,24.96
TXN0001260,CUST00160,2023-07-31 20:28:00,72.18,USD,POS,MX,Restaurant,0,1.27
TXN0001261,CUST00333,2023-09-02 21:31:00,17483.97,USD,POS,US,Gaming,0,28.72
TXN0001262,CUST00454,2023-06-01 22:05:00,217.55,USD,Wire Transfer,UK,Healthcare,0,18.69
TXN0001263,CUST00421,2023-04-16 22:04:00,7.39,USD,ACH,RU,Travel,0,35.4
TXN0001264,CUST00409,2023-07-17 06:31:00,294.61,USD,ACH,DE,Gaming,0,5.31
TXN0001265,CUST00297,2023-09-21 10:48:00,53.65,USD,POS,BR,Healthcare,0,34.75
TXN0001266,CUST00023,2023-03-08 07:58:00,11.16,USD,POS,US,Money Transfer,0,0.0
TXN0001267,CUST00364,2023-07-24 06:04:00,1000.38,USD,POS,CN,Healthcare,0,0.0
TXN0001268,CUST00066,2023-03-17 14:56:00,64.86,USD,POS,NG,Retail,0,30.9
TXN0001269,CUST00260,2023-08-24 05:17:00,122.92,USD,ACH,US,Crypto Exchange,0,14.49
TXN0001270,CUST00068,2023-02-13 11:27:00,36.78,USD,Wire Transfer,IN,Money Transfer,0,42.63
TXN0001271,CUST00394,2023-06-20 01:28:00,288.44,USD,POS,DE,Travel,0,9.36
TXN0001272,CUST00486,2023-04-07 12:11:00,678.33,USD,Cash Withdrawal,US,Restaurant,0,24.49
TXN0001273,CUST00252,2023-08-10 03:43:00,13926.72,USD,POS,CN,Retail,0,37.2
TXN0001274,CUST00336,2023-10-22 08:15:00,21.37,USD,Wire Transfer,MX,Retail,0,42.33
TXN0001275,CUST00347,2023-11-14 22:45:00,5247.33,USD,Cash Deposit,US,Healthcare,0,11.75
TXN0001276,CUST00323,2023-04-16 05:50:00,490.45,USD,Online Transfer,UK,Travel,0,5.64
TXN0001277,CUST00423,2023-05-28 23:00:00,150.76,USD,Cash Deposit,RU,Money Transfer,1,64.82
TXN0001278,CUST00043,2023-12-19 07:10:00,282.01,USD,Online Transfer,UK,Retail,0,6.6
TXN0001279,CUST00077,2023-08-22 04:00:00,25.84,USD,ACH,US,Crypto Exchange,0,4.68
TXN0001280,CUST00399,2023-01-05 19:22:00,11876.56,USD,Wire Transfer,US,Restaurant,0,20.87
TXN0001281,CUST00326,2023-05-07 15:07:00,161.12,USD,Wire Transfer,CN,Crypto Exchange,0,21.8
TXN0001282,CUST00390,2023-03-27 04:49:00,344.97,USD,ACH,CN,Crypto Exchange,0,10.52
TXN0001283,CUST00139,2023-09-09 23:22:00,157.47,USD,Online Transfer,UK,Crypto Exchange,0,17.7
TXN0001284,CUST00076,2023-06-30 09:45:00,2487.04,USD,Cash Withdrawal,US,Restaurant,0,19.51
TXN0001285,CUST00138,2023-11-02 15:07:00,26108.16,USD,Online Transfer,MX,Gaming,0,0.0
TXN0001286,CUST00494,2023-12-04 04:22:00,749.66,USD,Cash Withdrawal,MX,Gaming,0,42.01
TXN0001287,CUST00004,2023-08-09 11:13:00,237.98,USD,POS,BR,Travel,0,0.0
TXN0001288,CUST00354,2023-11-17 21:34:00,215.86,USD,Wire Transfer,IN,Money Transfer,0,13.44
TXN0001289,CUST00495,2023-12-14 11:56:00,269.8,USD,POS,US,Crypto Exchange,0,0.0
TXN0001290,CUST00432,2023-10-24 16:44:00,485.0,USD,Cash Deposit,US,Restaurant,1,61.64
TXN0001291,CUST00236,2023-08-21 18:50:00,148.53,USD,Wire Transfer,DE,Money Transfer,0,32.17
TXN0001292,CUST00494,2023-12-15 04:33:00,86.26,USD,Online Transfer,US,Restaurant,0,2.04
TXN0001293,CUST00491,2023-06-05 15:18:00,452.47,USD,POS,RU,Gaming,0,32.68
TXN0001294,CUST00290,2023-03-05 01:31:00,294.76,USD,Cash Deposit,MX,Money Transfer,0,33.3
TXN0001295,CUST00108,2023-01-01 01:16:00,7864.93,USD,Cash Deposit,RU,Restaurant,1,68.32
TXN0001296,CUST00424,2023-10-15 04:05:00,2381.24,USD,Online Transfer,IN,Gaming,0,25.64
TXN0001297,CUST00130,2023-10-27 02:18:00,660.27,USD,Online Transfer,US,Healthcare,0,12.2
TXN0001298,CUST00152,2023-08-05 12:57:00,31301.03,USD,Online Transfer,NG,Crypto Exchange,0,36.11
TXN0001299,CUST00098,2023-03-30 18:27:00,833.25,USD,Cash Deposit,NG,Travel,0,41.19
TXN0001300,CUST00352,2023-08-02 17:12:00,279.41,USD,ACH,UK,Retail,0,0.0
TXN0001301,CUST00357,2023-11-18 14:34:00,74.49,USD,Cash Deposit,CN,Retail,0,27.1
TXN0001302,CUST00346,2023-12-22 10:32:00,162.84,USD,ACH,CN,Travel,0,35.96
TXN0001303,CUST00156,2023-08-07 14:26:00,7.15,USD,Cash Deposit,DE,Retail,0,30.8
TXN0001304,CUST00221,2023-03-13 19:58:00,375.32,USD,Cash Withdrawal,US,Gaming,0,27.33
TXN0001305,CUST00271,2023-03-07 19:34:00,316.13,USD,POS,CN,Healthcare,0,16.58
TXN0001306,CUST00199,2023-12-10 00:29:00,1679.67,USD,Cash Withdrawal,US,Healthcare,0,17.94
TXN0001307,CUST00122,2023-01-28 02:03:00,34.34,USD,POS,DE,Restaurant,0,26.3
TXN0001308,CUST00446,2023-10-17 15:44:00,413.49,USD,Wire Transfer,MX,Retail,1,69.03
TXN0001309,CUST00396,2023-12-12 16:47:00,156.94,USD,Wire Transfer,BR,Restaurant,0,16.79
TXN0001310,CUST00364,2023-03-11 07:57:00,167.55,USD,Online Transfer,IN,Healthcare,0,0.0
TXN0001311,CUST00275,2023-06-09 23:59:00,6917.79,USD,ACH,UK,Retail,0,21.51
TXN0001312,CUST00499,2023-11-06 03:33:00,45.07,USD,Wire Transfer,US,Gaming,0,30.47
TXN0001313,CUST00028,2023-09-16 14:25:00,305.26,USD,Wire Transfer,CN,Gaming,0,24.79
TXN0001314,CUST00381,2023-10-07 08:52:00,148.38,USD,ACH,MX,Money Transfer,0,1.75
TXN0001315,CUST00283,2023-08-10 04:40:00,197.02,USD,Online Transfer,NG,Gaming,0,40.48
TXN0001316,CUST00394,2023-12-25 17:12:00,144.73,USD,ACH,CN,Crypto Exchange,0,0.75
TXN0001317,CUST00154,2023-10-29 15:23:00,44.34,USD,Cash Deposit,RU,Retail,0,40.07
TXN0001318,CUST00496,2023-08-06 04:01:00,676.66,USD,Cash Withdrawal,DE,Retail,0,51.34
TXN0001319,CUST00278,2023-10-25 09:02:00,80.81,USD,POS,DE,Retail,0,0.0
TXN0001320,CUST00363,2023-08-28 23:29:00,3337.31,USD,Cash Deposit,IN,Gaming,0,13.28
TXN0001321,CUST00055,2023-09-15 06:22:00,295.66,USD,Cash Deposit,CN,Gaming,0,29.99
TXN0001322,CUST00458,2023-12-02 23:36:00,132.5,USD,Online Transfer,US,Travel,0,22.99
TXN0001323,CUST00347,2023-12-04 09:59:00,527.97,USD,ACH,UK,Money Transfer,0,0.0
TXN0001324,CUST00143,2023-04-03 18:45:00,39.93,USD,Cash Withdrawal,NG,Healthcare,0,58.77
TXN0001325,CUST00358,2023-03-08 22:20:00,186.44,USD,Online Transfer,CN,Healthcare,0,0.0
TXN0001326,CUST00022,2023-01-16 23:10:00,385.94,USD,Cash Withdrawal,US,Travel,0,43.02
TXN0001327,CUST00066,2023-12-14 15:20:00,241563.2,USD,Wire Transfer,CN,Travel,0,36.76
TXN0001328,CUST00479,2023-03-31 23:57:00,1132.02,USD,ACH,US,Money Transfer,0,0.0
TXN0001329,CUST00194,2023-05-09 03:02:00,8377.19,USD,Wire Transfer,US,Restaurant,0,52.22
TXN0001330,CUST00231,2023-03-31 10:06:00,1712.85,USD,Online Transfer,MX,Money Transfer,0,6.81
TXN0001331,CUST00464,2023-10-21 17:12:00,2439.48,USD,ACH,AE,Gaming,0,28.89
TXN0001332,CUST00076,2023-08-11 16:51:00,891.14,USD,ACH,BR,Retail,0,10.95
TXN0001333,CUST00186,2023-12-09 03:13:00,46.02,USD,POS,US,Healthcare,1,15.38
TXN0001334,CUST00484,2023-02-06 10:11:00,5703.63,USD,Cash Withdrawal,CN,Travel,0,41.14
TXN0001335,CUST00094,2023-04-08 06:36:00,319.12,USD,Online Transfer,CN,Restaurant,0,25.52
TXN0001336,CUST00142,2023-08-13 13:40:00,65.89,USD,ACH,BR,Retail,0,0.0
TXN0001337,CUST00058,2023-09-22 09:06:00,4004.93,USD,POS,US,Crypto Exchange,0,5.34
TXN0001338,CUST00469,2023-05-29 08:24:00,47.01,USD,Wire Transfer,US,Retail,0,24.89
TXN0001339,CUST00077,2023-02-08 17:36:00,5.01,USD,ACH,IN,Crypto Exchange,0,0.65
TXN0001340,CUST00279,2023-10-07 22:57:00,771.8,USD,Cash Withdrawal,NG,Money Transfer,0,57.06
TXN0001341,CUST00386,2023-01-17 10:26:00,643.08,USD,Cash Deposit,RU,Gaming,0,44.38
TXN0001342,CUST00060,2023-06-18 21:58:00,37.8,USD,ACH,CN,Gaming,0,9.0
TXN0001343,CUST00281,2023-10-16 19:44:00,526.38,USD,Cash Withdrawal,US,Retail,0,49.24
TXN0001344,CUST00333,2023-11-10 02:56:00,339.06,USD,Cash Withdrawal,NG,Gaming,0,59.38
TXN0001345,CUST00398,2023-02-23 01:31:00,3483.11,USD,Cash Deposit,RU,Crypto Exchange,0,40.52
TXN0001346,CUST00463,2023-01-29 00:49:00,19.58,USD,ACH,US,Gaming,0,9.31
TXN0001347,CUST00336,2023-07-14 21:43:00,47.37,USD,POS,NG,Healthcare,0,44.04
TXN0001348,CUST00179,2023-08-09 22:27:00,2139.42,USD,Cash Withdrawal,RU,Retail,0,32.36
TXN0001349,CUST00392,2023-11-12 11:22:00,2.26,USD,Cash Withdrawal,US,Gaming,0,23.71
TXN0001350,CUST00321,2023-04-27 13:47:00,195.79,USD,Wire Transfer,NG,Healthcare,0,55.05
TXN0001351,CUST00093,2023-01-08 23:15:00,122.72,USD,POS,CN,Gaming,0,11.53
TXN0001352,CUST00057,2023-06-29 19:41:00,989.26,USD,Cash Deposit,US,Crypto Exchange,0,36.31
TXN0001353,CUST00227,2023-09-03 21:07:00,726.26,USD,ACH,NG,Gaming,0,22.79
TXN0001354,CUST00319,2023-07-02 07:28:00,581.06,USD,Cash Withdrawal,RU,Crypto Exchange,0,41.68
TXN0001355,CUST00102,2023-12-01 07:33:00,597.19,USD,POS,UK,Retail,0,6.86
TXN0001356,CUST00469,2023-07-30 22:39:00,146.08,USD,Wire Transfer,UK,Retail,0,14.54
TXN0001357,CUST00372,2023-09-24 07:19:00,167.16,USD,ACH,IN,Healthcare,0,0.0
TXN0001358,CUST00251,2023-05-01 22:28:00,180.64,USD,ACH,US,Money Transfer,0,0.0
TXN0001359,CUST00490,2023-01-18 08:17:00,190.5,USD,Wire Transfer,US,Retail,0,12.81
TXN0001360,CUST00318,2023-07-16 15:01:00,729.52,USD,Cash Deposit,MX,Money Transfer,0,15.55
TXN0001361,CUST00305,2023-04-16 12:11:00,1701.03,USD,Cash Withdrawal,US,Retail,0,33.39
TXN0001362,CUST00067,2023-01-14 19:48:00,132.01,USD,POS,BR,Healthcare,0,0.0
TXN0001363,CUST00285,2023-10-30 06:48:00,674.62,USD,Cash Deposit,BR,Healthcare,0,35.85
TXN0001364,CUST00462,2023-01-30 03:35:00,28.86,USD,Cash Withdrawal,BR,Travel,0,52.75
TXN0001365,CUST00353,2023-10-01 14:27:00,310.29,USD,Online Transfer,UK,Gaming,0,0.0
TXN0001366,CUST00219,2023-05-02 04:58:00,845.3,USD,Cash Withdrawal,DE,Healthcare,1,24.29
TXN0001367,CUST00264,2023-02-13 07:49:00,1214.75,USD,Online Transfer,IN,Restaurant,0,0.0
TXN0001368,CUST00066,2023-12-04 08:50:00,493.36,USD,Cash Deposit,UK,Healthcare,0,17.59
TXN0001369,CUST00016,2023-06-07 18:42:00,255.42,USD,POS,US,Money Transfer,0,0.0
TXN0001370,CUST00110,2023-08-27 01:22:00,3711.02,USD,Wire Transfer,DE,Healthcare,0,37.07
TXN0001371,CUST00210,2023-01-30 18:05:00,83.05,USD,POS,US,Retail,0,0.0
TXN0001372,CUST00013,2023-05-22 08:55:00,17.77,USD,Cash Withdrawal,US,Gaming,0,53.54
TXN0001373,CUST00470,2023-11-13 20:03:00,176.5,USD,Online Transfer,US,Restaurant,0,1.58
TXN0001374,CUST00286,2023-01-22 17:45:00,1622.65,USD,Cash Withdrawal,NG,Travel,0,59.49
TXN0001375,CUST00262,2023-01-09 21:54:00,1092.04,USD,Cash Deposit,AE,Restaurant,0,50.84
TXN0001376,CUST00086,2023-02-09 16:28:00,1866.53,USD,ACH,UK,Retail,0,0.0
TXN0001377,CUST00224,2023-10-20 11:53:00,356.08,USD,ACH,US,Crypto Exchange,0,24.57
TXN0001378,CUST00314,2023-11-07 11:21:00,34.65,USD,ACH,US,Travel,0,0.0
TXN0001379,CUST00443,2023-05-31 19:01:00,1369.05,USD,Cash Deposit,CN,Restaurant,0,31.61
TXN0001380,CUST00234,2023-04-19 10:32:00,780.91,USD,Wire Transfer,US,Travel,0,22.55
TXN0001381,CUST00464,2023-12-31 11:13:00,6938.15,USD,POS,BR,Gaming,0,0.0
TXN0001382,CUST00148,2023-11-29 02:04:00,275.2,USD,Cash Withdrawal,BR,Gaming,0,59.12
TXN0001383,CUST00324,2023-10-22 20:35:00,974.39,USD,POS,CN,Restaurant,0,0.0
TXN0001384,CUST00413,2023-12-04 16:33:00,859.1,USD,Wire Transfer,NG,Crypto Exchange,0,32.62
